Business Name,Location,Category,Annual Trade Volume (M USD),Main Trading Partner,Trade Type,Subcategory,Business Size,Established Year,Contact Info,Phone,Preferred Trade Route,Trade Growth Rate (%),Currency,Trade Frequency (per year),Recency of Last Trade (months),Trade Success Rate (%),Partner Rating,Price Fluctuation (%),Region,IndustrySector,BusinessID,LogisticsAccess,TargetMarket,MarketAccessScore,TraditionalIndustryScore,EgyptianAdvantageScore,Business Features
Ancient Fruits Agriculture,"Ismailia, Egypt",Agriculture,657.23,Belgium,Both,Fruits,Large,2020,info@ancientfruitsag.eg,20312512236,Via Ismailia Port,10.69,USD,365,0,92.84,4.5,13.39,Suez Canal,Agriculture - Fruits,102,5,Europe,4,5.0,4.7,"{'trade_volume': 657.23, 'growth_rate': 10.69, 'success_rate': 92.84, 'trade_frequency': 365, 'business_size': 'Large', 'trade_type': 'Both', 'category': 'Agriculture', 'egyptian_advantage': 4.7, 'location_region': 'Suez Canal'}"
Grains Agriculture Egypt,"Kafr El Sheikh, Egypt",Agriculture,496.67,South Africa,Importer,Grains,Large,2001,info@grainsagricultu.eg,20276654409,Via Damietta Port,-6.6,USD,365,2,78.47,3.7,10.55,Other Egypt,Agriculture - Grains,103,2,Africa,3,5.0,3.5,"{'trade_volume': 496.67, 'growth_rate': -6.6, 'success_rate': 78.47, 'trade_frequency': 365, 'business_size': 'Large', 'trade_type': 'Importer', 'category': 'Agriculture', 'egyptian_advantage': 3.5, 'location_region': 'Other Egypt'}"
Egypt Resorts Tourism Company,"Safaga, Egypt",Tourism,2.27,Kuwait,Exporter,Resorts,Small,1982,info@egyptresortstou.eg,20141876725,Via Safaga Port,-5.55,USD,27,2,74.31,4.0,6.38,Other Egypt,Tourism - Resorts,104,2,MENA,3,3.0,2.7,"{'trade_volume': 2.27, 'growth_rate': -5.55, 'success_rate': 74.31, 'trade_frequency': 27, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Tourism', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
Greater Cairo Metal Furniture,"6th of October, Egypt",Furniture,83.77,Netherlands,Both,Metal,Medium,2001,info@greatercairomet.eg,20319587404,Via Port Said Port,4.91,USD,256,1,79.74,4.1,7.16,Other Egypt,Furniture - Metal,105,2,Europe,3,3.0,2.7,"{'trade_volume': 83.77, 'growth_rate': 4.91, 'success_rate': 79.74, 'trade_frequency': 256, 'business_size': 'Medium', 'trade_type': 'Both', 'category': 'Furniture', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
Egypt Vitamins Pharmaceuticals Company,"El Arish, Egypt",Pharmaceuticals,9.31,Canada,Importer,Vitamins,Small,2016,info@egyptvitaminsph.eg,20267996234,Via Safaga Port,5.46,USD,36,2,79.88,3.5,2.29,Other Egypt,Pharmaceuticals - Vitamins,106,2,MENA,3,4.0,3.1,"{'trade_volume': 9.31, 'growth_rate': 5.46, 'success_rate': 79.88, 'trade_frequency': 36, 'business_size': 'Small', 'trade_type': 'Importer', 'category': 'Pharmaceuticals', 'egyptian_advantage': 3.1, 'location_region': 'Other Egypt'}"
Cairo Office Furniture,"Damietta, Egypt",Furniture,91.91,Lebanon,Importer,Office,Medium,1988,info@cairoofficefurn.eg,20219834449,Via Damietta Port,13.12,USD,292,4,96.02,4.6,8.82,Mediterranean Coast,Furniture - Office,107,5,MENA,4,3.0,3.9000000000000004,"{'trade_volume': 91.91, 'growth_rate': 13.12, 'success_rate': 96.02, 'trade_frequency': 292, 'business_size': 'Medium', 'trade_type': 'Importer', 'category': 'Furniture', 'egyptian_advantage': 3.9000000000000004, 'location_region': 'Mediterranean Coast'}"
International Cosmetics Chemicals Egypt,"Mansoura, Egypt",Chemicals,24.23,Argentina,Exporter,Cosmetics,Medium,1990,info@internationalco.eg,20236849825,Via Port Said Port,-1.98,USD,100,1,85.17,4.6,12.45,Nile Delta,Chemicals - Cosmetics,108,3,MENA,3,4.0,3.4,"{'trade_volume': 24.23, 'growth_rate': -1.98, 'success_rate': 85.17, 'trade_frequency': 100, 'business_size': 'Medium', 'trade_type': 'Exporter', 'category': 'Chemicals', 'egyptian_advantage': 3.4, 'location_region': 'Nile Delta'}"
Pharaoh Jewelry Handicrafts,"Kafr El Sheikh, Egypt",Handicrafts,13.46,Oman,Both,Jewelry,Small,1981,info@pharaohjewelryh.eg,20257785342,Via Port Said Port,-4.3,USD,48,0,63.02,3.5,8.29,Other Egypt,Handicrafts - Jewelry,109,2,MENA,3,3.0,2.7,"{'trade_volume': 13.46, 'growth_rate': -4.3, 'success_rate': 63.02, 'trade_frequency': 48, 'business_size': 'Small', 'trade_type': 'Both', 'category': 'Handicrafts', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
Components Electronics of Egypt,"Ismailia, Egypt",Electronics,50.51,Netherlands,Exporter,Components,Medium,2000,info@componentselect.eg,20328442418,Via Ismailia Port,9.34,USD,167,2,85.92,4.1,11.98,Suez Canal,Electronics - Components,110,5,Europe,4,3.0,3.9000000000000004,"{'trade_volume': 50.51, 'growth_rate': 9.34, 'success_rate': 85.92, 'trade_frequency': 167, 'business_size': 'Medium', 'trade_type': 'Exporter', 'category': 'Electronics', 'egyptian_advantage': 3.9000000000000004, 'location_region': 'Suez Canal'}"
Nile Delta Office Furniture,"Damanhur, Egypt",Furniture,4.53,Oman,Importer,Office,Small,1987,info@niledeltaoffice.eg,20332759434,Via Port Said Port,-6.09,USD,22,6,58.29,3.0,9.08,Other Egypt,Furniture - Office,111,2,MENA,3,3.0,2.7,"{'trade_volume': 4.53, 'growth_rate': -6.09, 'success_rate': 58.29, 'trade_frequency': 22, 'business_size': 'Small', 'trade_type': 'Importer', 'category': 'Furniture', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
Canned Foods Food Processing Group,"Luxor, Egypt",Food Processing,7.69,Tanzania,Both,Canned Foods,Small,2002,info@cannedfoodsfood.eg,20163215489,Via Safaga Port,-10.0,USD,29,4,65.46,3.6,12.64,Upper Egypt,Food Processing - Canned Foods,112,2,MENA,3,3.0,2.7,"{'trade_volume': 7.69, 'growth_rate': -10.0, 'success_rate': 65.46, 'trade_frequency': 29, 'business_size': 'Small', 'trade_type': 'Both', 'category': 'Food Processing', 'egyptian_advantage': 2.7, 'location_region': 'Upper Egypt'}"
Premium Copper Metals,"Mansoura, Egypt",Metals,363.95,Bahrain,Both,Copper,Large,2021,info@premiumcopperme.eg,20216616758,Via Alexandria Port,15.01,USD,365,6,98.0,4.5,10.64,Nile Delta,Metals - Copper,113,3,MENA,3,4.0,3.4,"{'trade_volume': 363.95, 'growth_rate': 15.01, 'success_rate': 98.0, 'trade_frequency': 365, 'business_size': 'Large', 'trade_type': 'Both', 'category': 'Metals', 'egyptian_advantage': 3.4, 'location_region': 'Nile Delta'}"
Spices Food Processing of Egypt,"Cairo, Egypt",Food Processing,79.12,Spain,Both,Spices,Medium,1999,info@spicesfoodproce.eg,20134929796,Via Safaga Port,-4.93,USD,249,0,75.27,3.9,12.22,Greater Cairo,Food Processing - Spices,114,4,Europe,3,3.0,3.3000000000000003,"{'trade_volume': 79.12, 'growth_rate': -4.93, 'success_rate': 75.27, 'trade_frequency': 249, 'business_size': 'Medium', 'trade_type': 'Both', 'category': 'Food Processing', 'egyptian_advantage': 3.3000000000000003, 'location_region': 'Greater Cairo'}"
Egyptian Brassware Handicrafts,"Suez, Egypt",Handicrafts,510.8,Italy,Both,Brassware,Large,2007,info@egyptianbrasswa.eg,20314472330,Via Suez Port,3.27,USD,365,5,93.43,4.7,14.24,Suez Canal,Handicrafts - Brassware,115,5,Europe,4,3.0,3.9000000000000004,"{'trade_volume': 510.8, 'growth_rate': 3.27, 'success_rate': 93.43, 'trade_frequency': 365, 'business_size': 'Large', 'trade_type': 'Both', 'category': 'Handicrafts', 'egyptian_advantage': 3.9000000000000004, 'location_region': 'Suez Canal'}"
Suez Canal Medicine Pharmaceuticals,"Ismailia, Egypt",Pharmaceuticals,466.71,UAE,Importer,Medicine,Large,1983,info@suezcanalmedici.eg,20146849722,Via Port Said Port,-4.15,USD,365,1,92.22,4.9,1.73,Suez Canal,Pharmaceuticals - Medicine,116,5,MENA,5,4.0,4.6,"{'trade_volume': 466.71, 'growth_rate': -4.15, 'success_rate': 92.22, 'trade_frequency': 365, 'business_size': 'Large', 'trade_type': 'Importer', 'category': 'Pharmaceuticals', 'egyptian_advantage': 4.6, 'location_region': 'Suez Canal'}"
Cairo Beverages Food Processing,"Kafr El Sheikh, Egypt",Food Processing,5.93,Ghana,Importer,Beverages,Small,2016,info@cairobeveragesf.eg,20130291778,Via Suez Port,-0.42,USD,40,2,88.67,4.3,6.41,Other Egypt,Food Processing - Beverages,117,2,Africa,3,3.0,2.7,"{'trade_volume': 5.93, 'growth_rate': -0.42, 'success_rate': 88.67, 'trade_frequency': 40, 'business_size': 'Small', 'trade_type': 'Importer', 'category': 'Food Processing', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
United Detergents Chemicals,"Assiut, Egypt",Chemicals,12.52,Mexico,Exporter,Detergents,Small,1992,info@uniteddetergent.eg,20289433446,Via Port Said Port,4.11,USD,49,4,74.77,3.6,9.19,Upper Egypt,Chemicals - Detergents,118,2,MENA,3,4.0,3.1,"{'trade_volume': 12.52, 'growth_rate': 4.11, 'success_rate': 74.77, 'trade_frequency': 49, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Chemicals', 'egyptian_advantage': 3.1, 'location_region': 'Upper Egypt'}"
Egypt Office Furniture Company,"Luxor, Egypt",Furniture,8.97,Qatar,Importer,Office,Small,1992,info@egyptofficefurn.eg,20339665278,Via Alexandria Port,-8.11,USD,36,6,95.04,4.8,10.24,Upper Egypt,Furniture - Office,119,2,MENA,3,3.0,2.7,"{'trade_volume': 8.97, 'growth_rate': -8.11, 'success_rate': 95.04, 'trade_frequency': 36, 'business_size': 'Small', 'trade_type': 'Importer', 'category': 'Furniture', 'egyptian_advantage': 2.7, 'location_region': 'Upper Egypt'}"
Egypt Vegetables Agriculture Company,"Fayoum, Egypt",Agriculture,9.98,Morocco,Exporter,Vegetables,Small,1999,info@egyptvegetables.eg,20214163942,Via Suez Port,-4.52,USD,43,1,62.61,3.5,1.91,Upper Egypt,Agriculture - Vegetables,120,2,Africa,5,5.0,4.1,"{'trade_volume': 9.98, 'growth_rate': -4.52, 'success_rate': 62.61, 'trade_frequency': 43, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Agriculture', 'egyptian_advantage': 4.1, 'location_region': 'Upper Egypt'}"
Ancient Leather Handicrafts,"Safaga, Egypt",Handicrafts,11.11,United Kingdom,Exporter,Leather,Small,2016,info@ancientleatherh.eg,20134508079,Via Suez Port,-6.8,USD,33,5,69.9,3.2,12.95,Other Egypt,Handicrafts - Leather,121,2,MENA,3,3.0,2.7,"{'trade_volume': 11.11, 'growth_rate': -6.8, 'success_rate': 69.9, 'trade_frequency': 33, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Handicrafts', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
Communications Electronics Exports,"New Cairo, Egypt",Electronics,17.66,Belgium,Both,Communications,Small,2022,info@communicationse.eg,20299958896,Via Alexandria Port,-6.62,USD,64,6,79.17,3.9,14.79,Greater Cairo,Electronics - Communications,122,4,Europe,3,3.0,3.3000000000000003,"{'trade_volume': 17.66, 'growth_rate': -6.62, 'success_rate': 79.17, 'trade_frequency': 64, 'business_size': 'Small', 'trade_type': 'Both', 'category': 'Electronics', 'egyptian_advantage': 3.3000000000000003, 'location_region': 'Greater Cairo'}"
Dates Agriculture Exports,"Zagazig, Egypt",Agriculture,591.5,South Africa,Both,Dates,Large,1994,info@datesagricultur.eg,20345436136,Via Safaga Port,-3.38,USD,365,0,89.02,4.4,10.68,Other Egypt,Agriculture - Dates,123,2,Africa,3,5.0,3.5,"{'trade_volume': 591.5, 'growth_rate': -3.38, 'success_rate': 89.02, 'trade_frequency': 365, 'business_size': 'Large', 'trade_type': 'Both', 'category': 'Agriculture', 'egyptian_advantage': 3.5, 'location_region': 'Other Egypt'}"
International Office Furniture Egypt,"Alexandria, Egypt",Furniture,28.98,Qatar,Importer,Office,Medium,1989,info@internationalof.eg,20210317468,Via Alexandria Port,-10.0,USD,92,1,85.23,4.6,3.8,Mediterranean Coast,Furniture - Office,124,5,MENA,4,3.0,3.9000000000000004,"{'trade_volume': 28.98, 'growth_rate': -10.0, 'success_rate': 85.23, 'trade_frequency': 92, 'business_size': 'Medium', 'trade_type': 'Importer', 'category': 'Furniture', 'egyptian_advantage': 3.9000000000000004, 'location_region': 'Mediterranean Coast'}"
Greater Cairo Plastics Chemicals,"New Cairo, Egypt",Chemicals,55.75,Argentina,Importer,Plastics,Medium,2007,info@greatercairopla.eg,20299182773,Via Alexandria Port,6.82,USD,179,1,83.2,4.2,1.48,Greater Cairo,Chemicals - Plastics,125,4,MENA,4,4.0,4.0,"{'trade_volume': 55.75, 'growth_rate': 6.82, 'success_rate': 83.2, 'trade_frequency': 179, 'business_size': 'Medium', 'trade_type': 'Importer', 'category': 'Chemicals', 'egyptian_advantage': 4.0, 'location_region': 'Greater Cairo'}"
Nile Spices Food Processing,"Ismailia, Egypt",Food Processing,21.71,Nigeria,Exporter,Spices,Medium,1986,info@nilespicesfoodp.eg,20322191083,Via Suez Port,2.56,USD,88,2,79.63,3.9,12.36,Suez Canal,Food Processing - Spices,126,5,Africa,3,3.0,3.6,"{'trade_volume': 21.71, 'growth_rate': 2.56, 'success_rate': 79.63, 'trade_frequency': 88, 'business_size': 'Medium', 'trade_type': 'Exporter', 'category': 'Food Processing', 'egyptian_advantage': 3.6, 'location_region': 'Suez Canal'}"
Upper Egypt Wooden Furniture,"Beni Suef, Egypt",Furniture,63.67,UAE,Both,Wooden,Medium,2017,info@upperegyptwoode.eg,20311035070,Via Port Said Port,11.87,USD,202,1,86.41,4.4,12.07,Upper Egypt,Furniture - Wooden,127,2,MENA,3,3.0,2.7,"{'trade_volume': 63.67, 'growth_rate': 11.87, 'success_rate': 86.41, 'trade_frequency': 202, 'business_size': 'Medium', 'trade_type': 'Both', 'category': 'Furniture', 'egyptian_advantage': 2.7, 'location_region': 'Upper Egypt'}"
Nile Fertilizers Chemicals,"Dahab, Egypt",Chemicals,54.18,Argentina,Exporter,Fertilizers,Medium,2002,info@nilefertilizers.eg,20114457651,Via Suez Port,-3.17,USD,163,6,85.16,4.7,8.48,Other Egypt,Chemicals - Fertilizers,128,2,MENA,3,4.0,3.1,"{'trade_volume': 54.18, 'growth_rate': -3.17, 'success_rate': 85.16, 'trade_frequency': 163, 'business_size': 'Medium', 'trade_type': 'Exporter', 'category': 'Chemicals', 'egyptian_advantage': 3.1, 'location_region': 'Other Egypt'}"
Premium Vegetables Agriculture,"Fayoum, Egypt",Agriculture,530.64,France,Exporter,Vegetables,Large,2010,info@premiumvegetabl.eg,20338968542,Via Alexandria Port,-1.78,USD,365,5,74.72,4.0,3.62,Upper Egypt,Agriculture - Vegetables,129,2,Europe,2,5.0,3.2,"{'trade_volume': 530.64, 'growth_rate': -1.78, 'success_rate': 74.72, 'trade_frequency': 365, 'business_size': 'Large', 'trade_type': 'Exporter', 'category': 'Agriculture', 'egyptian_advantage': 3.2, 'location_region': 'Upper Egypt'}"
Egyptian Communications Electronics,"Tanta, Egypt",Electronics,271.49,Ethiopia,Importer,Communications,Large,2001,info@egyptiancommuni.eg,20355497761,Via Port Said Port,-10.0,USD,365,5,98.0,4.7,3.57,Nile Delta,Electronics - Communications,130,3,Africa,3,3.0,3.0,"{'trade_volume': 271.49, 'growth_rate': -10.0, 'success_rate': 98.0, 'trade_frequency': 365, 'business_size': 'Large', 'trade_type': 'Importer', 'category': 'Electronics', 'egyptian_advantage': 3.0, 'location_region': 'Nile Delta'}"
Pharaoh Aluminum Metals,"Minya, Egypt",Metals,4.73,Mexico,Exporter,Aluminum,Small,1987,info@pharaohaluminum.eg,20327246846,Via Damietta Port,-3.24,USD,26,0,59.35,3.7,4.11,Upper Egypt,Metals - Aluminum,131,2,MENA,3,4.0,3.1,"{'trade_volume': 4.73, 'growth_rate': -3.24, 'success_rate': 59.35, 'trade_frequency': 26, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Metals', 'egyptian_advantage': 3.1, 'location_region': 'Upper Egypt'}"
El Glass Construction,"El Arish, Egypt",Construction,37.79,South Africa,Both,Glass,Medium,1991,info@elglassconstruc.eg,20369597363,Via Suez Port,-3.23,USD,131,6,83.09,4.4,3.1,Other Egypt,Construction - Glass,132,2,Africa,3,3.0,2.7,"{'trade_volume': 37.79, 'growth_rate': -3.23, 'success_rate': 83.09, 'trade_frequency': 131, 'business_size': 'Medium', 'trade_type': 'Both', 'category': 'Construction', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
Zagazig Cement Construction,"Zagazig, Egypt",Construction,13.97,Argentina,Exporter,Cement,Small,1989,info@zagazigcementco.eg,20291869225,Via Safaga Port,-10.0,USD,56,0,80.37,4.4,1.21,Other Egypt,Construction - Cement,133,2,MENA,3,3.0,2.7,"{'trade_volume': 13.97, 'growth_rate': -10.0, 'success_rate': 80.37, 'trade_frequency': 56, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Construction', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
Pharaoh Medical Supplies Pharmaceuticals,"Safaga, Egypt",Pharmaceuticals,78.18,France,Exporter,Medical Supplies,Medium,2008,info@pharaohmedicals.eg,20163467976,Via Suez Port,8.2,USD,240,6,98.0,5.0,3.37,Other Egypt,Pharmaceuticals - Medical Supplies,134,2,Europe,3,4.0,3.1,"{'trade_volume': 78.18, 'growth_rate': 8.2, 'success_rate': 98.0, 'trade_frequency': 240, 'business_size': 'Medium', 'trade_type': 'Exporter', 'category': 'Pharmaceuticals', 'egyptian_advantage': 3.1, 'location_region': 'Other Egypt'}"
Cotton Textiles Group,"Dahab, Egypt",Textiles,16.09,South Korea,Importer,Cotton,Small,2019,info@cottontextilesg.eg,20267399302,Via Alexandria Port,11.82,USD,59,2,91.36,4.5,9.8,Other Egypt,Textiles - Cotton,135,2,Asia,3,5.0,3.5,"{'trade_volume': 16.09, 'growth_rate': 11.82, 'success_rate': 91.36, 'trade_frequency': 59, 'business_size': 'Small', 'trade_type': 'Importer', 'category': 'Textiles', 'egyptian_advantage': 3.5, 'location_region': 'Other Egypt'}"
Golden Cement Construction,"Aswan, Egypt",Construction,7.21,Nigeria,Both,Cement,Small,1995,info@goldencementcon.eg,20133927080,Via Suez Port,-0.03,USD,40,0,98.0,4.8,8.57,Upper Egypt,Construction - Cement,136,2,Africa,5,3.0,3.3000000000000003,"{'trade_volume': 7.21, 'growth_rate': -0.03, 'success_rate': 98.0, 'trade_frequency': 40, 'business_size': 'Small', 'trade_type': 'Both', 'category': 'Construction', 'egyptian_advantage': 3.3000000000000003, 'location_region': 'Upper Egypt'}"
Premium Medicine Pharmaceuticals,"Damanhur, Egypt",Pharmaceuticals,12.52,Lebanon,Both,Medicine,Medium,1986,info@premiummedicine.eg,20215761530,Via Suez Port,-10.0,USD,60,2,87.79,4.2,7.24,Other Egypt,Pharmaceuticals - Medicine,137,2,MENA,3,4.0,3.1,"{'trade_volume': 12.52, 'growth_rate': -10.0, 'success_rate': 87.79, 'trade_frequency': 60, 'business_size': 'Medium', 'trade_type': 'Both', 'category': 'Pharmaceuticals', 'egyptian_advantage': 3.1, 'location_region': 'Other Egypt'}"
Paints Chemicals of Egypt,"Beni Suef, Egypt",Chemicals,10.78,Jordan,Exporter,Paints,Small,2001,info@paintschemicals.eg,20124451643,Via Alexandria Port,2.23,USD,42,4,82.28,4.2,6.06,Upper Egypt,Chemicals - Paints,138,2,MENA,3,4.0,3.1,"{'trade_volume': 10.78, 'growth_rate': 2.23, 'success_rate': 82.28, 'trade_frequency': 42, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Chemicals', 'egyptian_advantage': 3.1, 'location_region': 'Upper Egypt'}"
Plastics Chemicals Egypt,"Alexandria, Egypt",Chemicals,18.8,Vietnam,Importer,Plastics,Small,1991,info@plasticschemica.eg,20149039476,Via Alexandria Port,-10.0,USD,73,5,70.54,3.8,6.81,Mediterranean Coast,Chemicals - Plastics,139,5,Asia,3,4.0,4.0,"{'trade_volume': 18.8, 'growth_rate': -10.0, 'success_rate': 70.54, 'trade_frequency': 73, 'business_size': 'Small', 'trade_type': 'Importer', 'category': 'Chemicals', 'egyptian_advantage': 4.0, 'location_region': 'Mediterranean Coast'}"
Modern Herbal Pharmaceuticals,"Zagazig, Egypt",Pharmaceuticals,4.06,Jordan,Exporter,Herbal,Small,2013,info@modernherbalpha.eg,20177724610,Via Port Said Port,-4.55,USD,22,2,92.15,4.9,6.0,Other Egypt,Pharmaceuticals - Herbal,140,2,MENA,3,4.0,3.1,"{'trade_volume': 4.06, 'growth_rate': -4.55, 'success_rate': 92.15, 'trade_frequency': 22, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Pharmaceuticals', 'egyptian_advantage': 3.1, 'location_region': 'Other Egypt'}"
Cairo Dairy Food Processing,"Safaga, Egypt",Food Processing,12.36,South Africa,Importer,Dairy,Small,2009,info@cairodairyfoodp.eg,20151335629,Via Suez Port,5.43,USD,45,5,95.85,4.9,5.1,Other Egypt,Food Processing - Dairy,141,2,Africa,3,3.0,2.7,"{'trade_volume': 12.36, 'growth_rate': 5.43, 'success_rate': 95.85, 'trade_frequency': 45, 'business_size': 'Small', 'trade_type': 'Importer', 'category': 'Food Processing', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
6th of October Herbal Pharmaceuticals,"6th of October, Egypt",Pharmaceuticals,484.92,Japan,Both,Herbal,Large,1995,info@6thofoctoberher.eg,20192236102,Via Safaga Port,-2.54,USD,365,4,98.0,4.7,13.47,Other Egypt,Pharmaceuticals - Herbal,142,2,Asia,3,4.0,3.1,"{'trade_volume': 484.92, 'growth_rate': -2.54, 'success_rate': 98.0, 'trade_frequency': 365, 'business_size': 'Large', 'trade_type': 'Both', 'category': 'Pharmaceuticals', 'egyptian_advantage': 3.1, 'location_region': 'Other Egypt'}"
El Ceramics Construction,"Alexandria, Egypt",Construction,92.52,Saudi Arabia,Importer,Ceramics,Medium,2001,info@elceramicsconst.eg,20372136336,Via Damietta Port,-9.76,USD,290,4,68.06,2.5,3.15,Mediterranean Coast,Construction - Ceramics,143,5,MENA,4,3.0,3.9000000000000004,"{'trade_volume': 92.52, 'growth_rate': -9.76, 'success_rate': 68.06, 'trade_frequency': 290, 'business_size': 'Medium', 'trade_type': 'Importer', 'category': 'Construction', 'egyptian_advantage': 3.9000000000000004, 'location_region': 'Mediterranean Coast'}"
Nile Transportation Tourism,"Safaga, Egypt",Tourism,9.37,Morocco,Exporter,Transportation,Small,1988,info@niletransportat.eg,20168514690,Via Suez Port,-7.43,USD,40,0,76.06,3.8,2.15,Other Egypt,Tourism - Transportation,144,2,Africa,3,3.0,2.7,"{'trade_volume': 9.37, 'growth_rate': -7.43, 'success_rate': 76.06, 'trade_frequency': 40, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Tourism', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
Damanhur Components Electronics,"Damanhur, Egypt",Electronics,10.14,Malaysia,Exporter,Components,Small,1995,info@damanhurcompone.eg,20354281944,Via Damietta Port,-9.7,USD,55,5,57.86,2.8,10.66,Other Egypt,Electronics - Components,145,2,Asia,3,3.0,2.7,"{'trade_volume': 10.14, 'growth_rate': -9.7, 'success_rate': 57.86, 'trade_frequency': 55, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Electronics', 'egyptian_advantage': 2.7, 'location_region': 'Other Egypt'}"
Fruits Agriculture Exports,"6th of October, Egypt",Agriculture,17.47,China,Both,Fruits,Small,1997,info@fruitsagricultu.eg,20377686176,Via Port Said Port,-0.78,USD,68,5,72.18,3.9,11.27,Other Egypt,Agriculture - Fruits,146,2,Asia,3,5.0,3.5,"{'trade_volume': 17.47, 'growth_rate': -0.78, 'success_rate': 72.18, 'trade_frequency': 68, 'business_size': 'Small', 'trade_type': 'Both', 'category': 'Agriculture', 'egyptian_advantage': 3.5, 'location_region': 'Other Egypt'}"
Delta Aluminum Metals,"Safaga, Egypt",Metals,62.77,Germany,Exporter,Aluminum,Large,1989,info@deltaaluminumme.eg,20171942900,Via Suez Port,-0.64,USD,201,4,88.02,4.2,6.02,Other Egypt,Metals - Aluminum,147,2,Europe,3,4.0,3.1,"{'trade_volume': 62.77, 'growth_rate': -0.64, 'success_rate': 88.02, 'trade_frequency': 201, 'business_size': 'Large', 'trade_type': 'Exporter', 'category': 'Metals', 'egyptian_advantage': 3.1, 'location_region': 'Other Egypt'}"
Delta Cement Construction,"Beni Suef, Egypt",Construction,37.04,Lebanon,Both,Cement,Medium,2009,info@deltacementcons.eg,20189483185,Via Safaga Port,-7.47,USD,122,6,75.71,4.1,12.41,Upper Egypt,Construction - Cement,148,2,MENA,3,3.0,2.7,"{'trade_volume': 37.04, 'growth_rate': -7.47, 'success_rate': 75.71, 'trade_frequency': 122, 'business_size': 'Medium', 'trade_type': 'Both', 'category': 'Construction', 'egyptian_advantage': 2.7, 'location_region': 'Upper Egypt'}"
Craft Tourism House,"Hurghada, Egypt",Tourism,53.79,Germany,Importer,Craft,Medium,1989,info@crafttourismhou.eg,20357884812,Via Safaga Port,-4.15,USD,170,1,79.14,3.8,7.77,Red Sea,Tourism - Craft,149,4,Europe,3,3.0,3.3000000000000003,"{'trade_volume': 53.79, 'growth_rate': -4.15, 'success_rate': 79.14, 'trade_frequency': 170, 'business_size': 'Medium', 'trade_type': 'Importer', 'category': 'Tourism', 'egyptian_advantage': 3.3000000000000003, 'location_region': 'Red Sea'}"
Golden Metal Furniture,"Damietta, Egypt",Furniture,90.8,India,Importer,Metal,Medium,2022,info@goldenmetalfurn.eg,20183137763,Via Damietta Port,17.08,USD,280,1,93.44,4.6,14.37,Mediterranean Coast,Furniture - Metal,150,5,Asia,3,3.0,3.6,"{'trade_volume': 90.8, 'growth_rate': 17.08, 'success_rate': 93.44, 'trade_frequency': 280, 'business_size': 'Medium', 'trade_type': 'Importer', 'category': 'Furniture', 'egyptian_advantage': 3.6, 'location_region': 'Mediterranean Coast'}"
Alexandria Spices Food Processing,"Qena, Egypt",Food Processing,6.11,Kuwait,Exporter,Spices,Small,2003,info@alexandriaspice.eg,20233411418,Via Port Said Port,-4.56,USD,36,4,69.81,3.8,1.29,Upper Egypt,Food Processing - Spices,151,2,MENA,3,3.0,2.7,"{'trade_volume': 6.11, 'growth_rate': -4.56, 'success_rate': 69.81, 'trade_frequency': 36, 'business_size': 'Small', 'trade_type': 'Exporter', 'category': 'Food Processing', 'egyptian_advantage': 2.7, 'location_region': 'Upper Egypt'}"
Plastics Chemicals House,"Assiut, Egypt",Chemicals,11.95,Kenya,Both,Plastics,Small,2001,info@plasticschemica.eg,20196599829,Via Alexandria Port,-1.18,USD,41,4,87.76,4.3,13.37,Upper Egypt,Chemicals - Plastics,152,2,Africa,5,4.0,3.7,"{'trade_volume': 11.95, 'growth_rate': -1.18, 'success_rate': 87.76, 'trade_frequency': 41, 'business_size': 'Small', 'trade_type': 'Both', 'category': 'Chemicals', 'egyptian_advantage': 3.7, 'location_region': 'Upper Egypt'}"
